Data;Temperatura;Umidade;Maquina;Vibracao1;Vibracao2;Vibracao3;Vibracao4;Vibracao5;Vibracao6;HorasDesdeAUltimaFalha;FalharaEmBreve
2016-09-16;64;95;Minerva;798;1180;896;624;1757;1813;203;Não
2016-04-22;66;81;Minerva;791;1262;1154;513;1246;1746;277;Não
2016-08-08;63;91;Minerva;1827;724;1035;801;1896;840;85;Não
2016-02-19;65;78;Minerva;284;270;1308;1182;1369;466;43;Não
2016-02-22;62;83;Minerva;1498;884;1244;998;887;529;108;Não
2016-10-22;61;89;Minerva;256;1813;393;557;691;1541;208;Não
2016-05-01;66;85;Minerva;980;1392;1058;1113;1985;1982;108;Não
2016-06-12;61;85;Minerva;1257;768;426;1889;479;443;156;Não
2016-03-23;64;86;Minerva;936;1889;1393;319;1480;901;29;Não
2016-08-17;68;92;Minerva;1608;1975;1138;1916;207;954;117;Não
2016-07-18;66;84;Minerva;1865;332;1990;1568;1577;1754;73;Não
2016-01-26;65;85;Minerva;1382;385;1269;460;939;876;18;Não
2016-04-01;67;80;Minerva;1275;870;493;1777;1309;1003;56;Não
2016-05-01;65;85;Minerva;916;1479;591;1383;1776;1721;106;Não
2016-01-20;63;79;Minerva;910;869;950;1288;1446;537;34;Não
2016-11-27;68;84;Minerva;498;1429;1720;1878;348;647;59;Não
2016-02-22;65;77;Minerva;796;350;1054;1592;401;1298;114;Não
2016-06-12;68;80;Minerva;1866;1838;1585;1939;299;1380;160;Não
2016-09-10;67;89;Minerva;191;1240;1185;1530;1683;338;63;Não
2016-06-21;63;84;Minerva;1754;701;677;1882;1885;891;55;Não
2016-10-04;68;90;Minerva;913;1989;648;389;1748;1324;43;Não
2016-03-11;68;83;Minerva;698;890;1659;1233;1035;756;50;Não
2016-02-13;62;81;Minerva;1679;925;880;1356;1521;162;11;Não
2016-05-16;67;86;Minerva;1854;653;778;1142;1023;1026;13;Não
2016-07-03;68;87;Minerva;1063;253;1867;1219;300;1858;211;Não
2016-02-04;60;80;Minerva;399;272;1391;1400;1721;1245;134;Não
2016-11-18;60;83;Minerva;932;1736;1270;520;871;1849;40;Não
2016-12-24;62;78;Minerva;1276;381;753;1004;1748;1927;18;Não
2016-03-14;64;77;Minerva;1952;1059;560;1810;1389;1311;52;Não
2016-12-12;68;83;Minerva;243;234;221;811;2001;1770;108;Não
2016-10-28;65;81;Minerva;1071;1328;1621;1429;1244;321;55;Não
2016-01-14;61;76;Minerva;1719;402;298;795;1509;230;54;Não
2016-06-30;67;88;Minerva;581;224;886;225;189;1591;138;Não
2016-07-06;65;91;Minerva;335;976;187;193;1845;1789;280;Não
2016-06-30;61;87;Minerva;933;1142;672;1614;304;1210;143;Não
2016-06-18;62;88;Minerva;356;595;1915;1111;1898;1581;304;Não
2016-11-18;65;79;Minerva;977;1352;1802;853;619;919;41;Não
2016-11-18;60;82;Minerva;635;1802;1158;1848;1868;1023;37;Não
2016-05-16;68;78;Minerva;1965;1537;731;389;689;1133;14;Não
2016-08-08;67;91;Minerva;302;960;1390;1771;372;1794;82;Não
2016-11-15;66;87;Minerva;1940;233;1376;1359;379;1551;3;Não
2016-11-30;62;80;Minerva;1266;581;922;1110;226;654;130;Não
2016-04-28;64;84;Minerva;604;1112;1714;1133;312;1302;36;Não
2016-08-17;63;90;Minerva;580;392;416;1508;1228;716;116;Não
2016-09-19;62;90;Minerva;842;1919;1779;1795;1462;1740;1;Não
2016-02-19;64;82;Minerva;324;1528;475;508;1385;1521;41;Não
2016-03-26;63;80;Minerva;1204;1133;1925;369;1589;454;16;Não
2016-06-03;60;77;Minerva;306;1654;206;1424;787;988;26;Não
2016-03-20;68;86;Minerva;1003;1373;1573;1012;1973;629;18;Não
2016-09-16;66;82;Minerva;704;688;414;1488;833;667;202;Não
2016-11-03;64;87;Minerva;308;1039;1087;1048;1641;432;5;Não
2016-03-26;65;85;Minerva;1024;1384;257;1279;1761;1478;17;Não
2016-04-04;60;82;Minerva;757;475;1843;296;938;1188;53;Não
2016-04-16;65;82;Minerva;611;871;724;1255;1829;1930;132;Não
2016-10-04;64;88;Minerva;1852;976;174;287;1026;261;38;Não
2016-07-15;65;84;Minerva;1568;585;1292;1268;1553;552;6;Não
2016-10-28;63;83;Minerva;1800;817;1598;309;561;1950;58;Não
2016-06-09;63;77;Minerva;1613;968;1663;671;652;1587;81;Não
2016-04-22;66;85;Minerva;1672;263;724;1096;252;729;280;Não
2016-02-25;67;85;Minerva;1788;1326;1863;1226;974;789;15;Não
2016-06-03;62;87;Minerva;1174;1280;1188;945;1160;730;21;Não
2016-07-27;63;83;Minerva;1265;1529;996;1480;1487;1771;52;Não
2016-08-11;62;92;Minerva;1563;1024;350;984;1112;456;153;Não
2016-12-21;60;79;Minerva;909;1847;701;1868;1130;1731;108;Não
2016-06-30;66;82;Minerva;935;1623;1310;1194;1337;1044;137;Não
2016-09-22;60;80;Minerva;525;1001;1273;440;1717;912;68;Não
2016-02-13;64;77;Minerva;1849;1326;274;494;1756;967;17;Não
2016-06-15;61;84;Minerva;1860;1504;916;771;1462;806;232;Não
2016-04-19;61;83;Minerva;1786;1155;1465;1032;1834;1199;203;Não
2016-12-27;64;77;Minerva;1119;1360;1934;679;1053;1977;59;Não
2016-12-24;60;84;Minerva;1971;454;1456;1959;1740;442;20;Não
2016-06-03;64;80;Minerva;1352;1028;1612;1444;1940;1242;19;Não
2016-12-24;64;76;Minerva;1968;1024;1339;1098;722;1365;17;Não
2016-04-25;60;84;Minerva;1699;1239;694;273;453;1059;353;Não
2016-09-01;68;85;Minerva;1605;280;533;1178;1785;1921;16;Não
2016-10-16;62;82;Minerva;1843;802;1072;1771;835;893;65;Não
2016-08-29;62;83;Minerva;712;652;1893;1633;1961;383;172;Não
2016-10-22;65;81;Minerva;291;1507;1583;1051;628;1944;206;Não
2016-07-24;68;92;Minerva;386;607;1719;593;1017;1696;220;Não
2016-02-13;63;84;Minerva;1413;1015;1197;1968;1541;958;14;Não
2016-05-01;63;87;Minerva;1719;914;216;1655;1839;1515;107;Não
2016-10-10;66;91;Minerva;1635;739;365;619;464;1696;46;Não
2016-07-27;62;85;Minerva;459;862;756;430;434;1981;56;Não
2016-02-13;64;77;Minerva;1685;483;208;713;1661;736;15;Não
2016-02-16;68;82;Minerva;1003;1767;519;1661;451;479;7;Não
2016-09-04;68;84;Minerva;1867;1234;1981;1923;580;396;13;Não
2016-03-29;67;86;Minerva;1267;279;560;790;1251;537;89;Não
2016-02-07;62;80;Minerva;1417;1735;1401;1580;475;1440;209;Não
2016-05-28;67;82;Minerva;1134;1279;746;757;939;1345;37;Não
2016-02-16;60;82;Minerva;1733;1979;1725;1466;1755;1421;13;Não
2016-08-08;63;87;Minerva;1165;1773;814;1261;497;1773;79;Não
2016-11-21;61;88;Minerva;961;1492;775;1617;1409;295;106;Não
2016-07-18;62;93;Minerva;264;1019;2001;904;642;996;75;Não
2016-09-01;63;94;Minerva;1579;875;1741;421;1405;634;20;Não
2016-08-23;64;87;Minerva;1639;1305;524;1327;508;1136;32;Não
2016-11-21;65;83;Minerva;1511;601;830;1586;561;1329;112;Não
2016-03-23;62;88;Minerva;1742;1735;1375;660;359;326;24;Não
2016-12-18;65;82;Minerva;345;614;1101;1594;512;561;35;Não
2016-03-23;60;81;Minerva;880;769;400;456;1117;1373;30;Não
2016-06-21;61;83;Minerva;1431;472;495;979;229;1182;61;Não
2016-10-31;67;81;Minerva;402;553;643;520;1542;817;130;Não
2016-05-10;62;85;Minerva;1237;681;291;1564;398;2005;140;Não
2016-02-10;65;85;Minerva;727;553;422;273;814;1986;7;Não
2016-12-21;66;81;Minerva;420;1080;1156;1886;202;1190;111;Não
2016-06-03;64;82;Minerva;1723;792;1939;1738;1922;947;20;Não
2016-06-24;64;91;Minerva;651;604;288;957;271;1238;29;Não
2016-02-10;60;77;Minerva;1464;1552;1032;1571;679;274;6;Não
2016-02-04;67;83;Minerva;1155;571;1944;207;1900;1929;133;Não
2016-06-12;62;83;Minerva;1940;1085;1839;1389;753;557;155;Não
2016-05-25;63;82;Minerva;958;1282;1276;1508;1290;1181;14;Não
2016-08-29;64;90;Minerva;1996;582;1326;1232;1050;989;175;Não
2016-03-02;68;84;Minerva;1181;687;802;1955;1903;719;31;Não
2016-08-02;60;93;Minerva;1959;1960;343;404;445;775;41;Não
2016-05-07;63;81;Minerva;1568;732;1865;717;589;222;69;Não
2016-06-27;68;84;Minerva;228;1117;818;387;1987;2000;70;Não
2016-01-08;65;78;Minerva;1022;1617;1896;1228;1031;364;38;Não
2016-08-17;61;83;Minerva;1745;1638;883;951;1656;1446;123;Não
2016-02-01;63;82;Minerva;933;182;433;758;1194;1507;67;Não
2016-06-18;63;86;Minerva;1081;1333;1656;427;578;1602;302;Não
2016-10-25;61;87;Minerva;1714;780;1664;1708;714;523;282;Não
2016-11-15;68;84;Minerva;1901;1274;1383;1642;1510;1801;1;Não
2016-12-27;64;80;Minerva;1679;422;1586;283;833;1201;63;Não
2016-05-07;66;86;Minerva;341;1446;1485;975;1401;1497;67;Não
2016-12-12;62;79;Minerva;1602;606;939;321;1137;317;107;Não
2016-04-13;64;78;Minerva;1777;1006;405;1260;872;1326;59;Não
2016-11-06;61;81;Minerva;1726;1773;1759;374;802;661;44;Não
2016-04-28;68;87;Minerva;1128;778;202;1670;1097;444;37;Não
2016-08-02;64;81;Minerva;673;1286;514;1585;209;1746;38;Não
2016-01-17;61;80;Minerva;522;803;1930;434;1048;1175;123;Não
2016-11-03;64;79;Minerva;220;282;973;362;1710;958;9;Não
2016-12-03;68;83;Minerva;1077;1865;1581;638;821;396;61;Não
2016-09-28;64;92;Minerva;813;1413;1616;1903;1892;1891;44;Não
2016-04-19;60;82;Minerva;1887;709;1186;1530;1950;1466;204;Não
2016-10-07;64;82;Minerva;958;979;165;1047;572;1509;115;Não
2016-12-24;61;81;Minerva;1457;864;1633;1473;1502;645;21;Não
2016-06-06;66;88;Minerva;1145;1098;484;1189;1364;1568;16;Não
2016-11-21;62;80;Minerva;1596;1456;382;1086;349;335;111;Não
2016-08-29;61;84;Minerva;1007;299;884;1631;2007;1691;170;Não
2016-02-10;64;83;Minerva;1088;1909;172;1406;1099;1518;8;Não
2016-09-22;62;84;Minerva;1585;1664;868;1987;1583;915;74;Não
2016-06-24;68;81;Minerva;1729;1354;1577;1343;1941;1893;31;Não
2016-03-29;67;86;Minerva;251;865;560;847;829;360;91;Não
2016-06-24;60;93;Minerva;491;1300;1957;1875;997;384;30;Não
2016-01-23;67;77;Minerva;838;1005;1068;743;332;1014;29;Não
2016-07-09;67;88;Minerva;426;939;1417;1137;662;654;51;Não
2016-11-09;65;89;Minerva;995;567;783;1414;752;1408;16;Não
2016-08-11;67;82;Minerva;1519;1605;449;1694;1358;564;150;Não
2016-04-13;60;85;Minerva;1151;412;557;1866;187;1081;64;Não
2016-04-25;62;79;Minerva;876;1622;251;477;504;714;347;Não
2016-05-19;63;81;Minerva;542;734;675;1643;1164;1027;8;Não
2016-06-09;68;83;Minerva;1837;1762;1553;1793;1953;1670;85;Não
2016-10-28;65;78;Minerva;1648;1122;1840;355;698;1239;53;Não
2016-10-01;61;85;Minerva;1009;911;727;331;1578;1920;27;Não
2016-11-09;61;83;Minerva;736;275;882;1635;1434;1445;1;Não
2016-07-18;64;86;Minerva;873;212;1934;720;1962;736;77;Não
2016-01-17;66;77;Minerva;1278;1245;919;880;1241;1367;128;Não
2016-01-23;68;83;Minerva;335;1226;1945;1639;177;1966;30;Não
2016-07-12;61;85;Minerva;793;831;1888;1044;1977;949;59;Não
2016-10-31;68;89;Minerva;1061;1475;277;410;1252;1501;129;Não
2016-08-08;68;93;Minerva;549;1696;1939;1501;1071;226;84;Não
2016-05-22;61;81;Minerva;2010;1185;1915;391;1276;1130;4;Não
2016-08-14;61;86;Minerva;534;756;224;935;685;1867;46;Não
2016-11-03;65;78;Minerva;1432;941;654;705;570;1721;8;Não
2016-07-09;60;93;Minerva;239;931;1072;234;1917;943;56;Não
2016-04-22;65;78;Minerva;494;510;1356;1331;1289;714;279;Não
2016-02-19;65;85;Minerva;1384;212;1589;519;1204;1863;37;Não
2016-01-14;65;81;Minerva;1467;964;265;1634;1094;646;51;Não
2016-01-17;66;84;Minerva;1648;707;1216;1074;1752;256;124;Não
2016-09-25;69;75;Minerva;454;773;360;375;844;924;1;Sim
2016-05-31;72;66;Minerva;1949;1618;1875;1264;602;795;1;Sim
2016-05-31;78;89;Minerva;1914;1384;969;1289;900;659;1;Sim
2016-12-06;76;75;Minerva;732;1198;1033;915;938;387;67;Sim
2016-11-09;76;99;Minerva;1981;1539;738;1071;648;859;18;Sim
2016-05-31;81;95;Minerva;1189;1949;1779;1540;846;625;19;Sim
2016-09-19;73;74;Minerva;817;1888;1939;1373;677;664;1;Sim
2016-12-15;85;98;Minerva;1121;1851;1242;865;791;703;179;Sim
2016-05-04;71;66;Minerva;1911;1278;1491;900;970;915;1;Sim
2016-11-09;65;62;Minerva;1365;1726;1217;1255;859;952;1;Sim
2016-11-15;68;88;Minerva;910;1620;701;1448;974;851;139;Sim
2016-09-19;62;61;Minerva;1696;817;942;1825;932;800;1;Sim
2016-11-09;66;87;Minerva;1534;881;1883;1275;838;824;1;Sim
2016-07-24;62;81;Minerva;1630;1512;1997;969;871;774;222;Sim
2016-03-08;69;70;Minerva;437;1926;970;1533;512;551;2;Sim
2016-12-06;72;77;Minerva;825;1867;1718;1966;302;1229;1;Sim
2016-12-06;68;77;Minerva;1867;1683;1947;470;486;1665;1;Sim
2016-05-04;63;67;Minerva;1142;830;1231;871;804;651;1;Sim
2016-09-25;68;73;Minerva;802;711;1461;486;1619;1510;1;Sim
2016-09-19;73;88;Minerva;705;1560;1145;752;909;843;59;Sim
2016-05-04;73;75;Minerva;1939;1341;1743;1079;872;832;179;Sim
2016-07-24;73;72;Minerva;1628;892;876;1060;845;944;1;Sim
2016-09-19;70;88;Minerva;665;1407;772;1211;984;740;1;Sim
2016-12-15;71;86;Minerva;1394;1129;981;1117;727;781;1;Sim
2016-07-24;65;61;Minerva;1675;1227;1906;1871;922;840;1;Sim
2016-09-07;75;77;Minerva;174;1130;1176;1876;377;278;29;Sim
2016-09-25;68;72;Minerva;1137;799;1656;1397;1174;194;1;Sim
2016-04-16;65;88;Pandora;1473;740;733;1121;1950;868;124;Não
2016-06-27;66;89;Pandora;1464;1905;1627;422;1216;466;57;Não
2016-08-08;63;82;Pandora;1625;1694;1433;705;1505;1835;74;Não
2016-08-26;68;95;Pandora;337;1620;804;1334;1952;778;90;Não
2016-07-18;64;93;Pandora;718;1017;1516;1441;515;609;72;Não
2016-10-22;64;88;Pandora;761;1772;806;1886;1953;1481;202;Não
2016-12-30;62;83;Pandora;570;744;1798;1352;1452;1730;24;Não
2016-05-25;66;81;Pandora;685;325;1369;278;553;1934;6;Não
2016-01-02;68;83;Pandora;1241;1418;282;398;909;1022;124;Não
2016-09-16;66;86;Pandora;694;1880;551;1509;1183;344;195;Não
2016-11-09;63;83;Pandora;940;1708;218;1535;716;595;13;Não
2016-11-27;64;77;Pandora;1200;1549;418;850;1420;912;54;Não
2016-05-04;64;86;Pandora;662;418;177;1581;525;1902;168;Não
2016-10-13;66;92;Pandora;1041;1560;1574;325;1843;659;108;Não
2016-09-07;65;89;Pandora;255;248;1606;1332;1444;923;27;Não
2016-03-20;66;81;Pandora;1023;571;842;1876;949;721;16;Não
2016-12-27;68;80;Pandora;1301;1250;1855;679;758;1005;50;Não
2016-02-01;65;82;Pandora;1824;1257;1041;1738;323;1050;52;Não
2016-08-17;61;88;Pandora;642;815;887;156;246;323;109;Não
2016-06-24;62;92;Pandora;745;1032;975;596;1533;836;28;Não
2016-08-17;60;83;Pandora;1541;559;1217;375;642;1659;112;Não
2016-06-30;60;81;Pandora;892;160;256;1664;293;993;128;Não
2016-05-31;67;81;Pandora;501;1474;1609;1686;678;1851;12;Não
2016-11-06;61;78;Pandora;735;434;308;1567;400;577;30;Não
2016-09-19;63;82;Pandora;1971;575;452;828;417;754;53;Não
2016-09-22;64;88;Pandora;722;1844;1489;649;430;1925;65;Não
2016-09-01;66;92;Pandora;1994;419;1869;1670;294;470;8;Não
2016-10-25;65;84;Pandora;621;1094;1502;1259;686;1937;274;Não
2016-12-12;64;84;Pandora;777;1963;1204;806;330;274;101;Não
2016-03-08;64;78;Pandora;1539;1913;1168;1802;1813;1773;78;Não
2016-01-14;66;77;Pandora;879;1603;835;1144;743;1363;48;Não
2016-10-31;60;89;Pandora;514;1554;1247;1831;340;662;118;Não
2016-08-11;62;88;Pandora;436;720;1861;270;978;548;149;Não
2016-04-22;66;87;Pandora;2005;1392;798;1354;1530;1245;271;Não
2016-12-30;66;80;Pandora;948;1219;1378;927;1245;1599;20;Não
2016-11-21;60;88;Pandora;698;1288;734;897;186;1031;99;Não
2016-08-29;66;93;Pandora;1062;278;491;269;1962;509;162;Não
2016-06-06;67;82;Pandora;1448;1656;678;1302;963;252;1;Não
2016-01-14;67;76;Pandora;1615;1660;697;472;1923;1409;43;Não
2016-05-31;62;86;Pandora;1132;396;1351;870;542;1910;11;Não
2016-12-09;65;83;Pandora;1090;1739;540;300;436;434;32;Não
2016-12-06;67;78;Pandora;1063;786;194;1717;1851;1926;59;Não
2016-03-23;60;85;Pandora;965;1369;1000;1448;1561;1892;17;Não
2016-05-04;67;84;Pandora;752;452;1553;1078;1836;486;173;Não
2016-08-11;63;86;Pandora;1992;1086;1414;693;1897;1391;144;Não
2016-12-03;63;81;Pandora;1926;1013;966;1400;1190;368;55;Não
2016-03-05;68;84;Pandora;500;1633;1069;440;1925;367;12;Não
2016-06-03;64;84;Pandora;348;442;1205;1943;801;1057;17;Não
2016-12-30;67;75;Pandora;1336;402;1492;435;874;1675;26;Não
2016-02-13;67;77;Pandora;571;585;1325;1732;589;1896;6;Não
2016-02-13;63;83;Pandora;1707;1638;676;1827;1340;1439;4;Não
2016-07-06;60;92;Pandora;837;1861;1693;227;1771;1022;278;Não
2016-11-06;67;81;Pandora;2003;1144;232;1941;446;623;33;Não
2016-10-13;61;86;Pandora;642;677;1351;1435;425;197;114;Não
2016-04-04;64;85;Pandora;1540;1449;261;1615;1933;1269;43;Não
2016-06-06;64;77;Pandora;833;590;769;581;1348;346;5;Não
2016-04-19;66;85;Pandora;629;1464;1874;1239;534;1609;201;Não
2016-04-01;60;78;Pandora;1185;347;998;500;1609;1916;50;Não
2016-04-22;64;83;Pandora;222;736;1357;1805;1632;572;274;Não
2016-07-15;63;88;Pandora;636;1561;626;551;455;501;10;Não
2016-11-12;61;87;Pandora;1035;1113;1797;542;1869;936;59;Não
2016-04-22;65;78;Pandora;190;1642;1832;834;1829;1480;269;Não
2016-09-19;62;89;Pandora;1691;1972;1887;1321;1736;763;51;Não
2016-07-24;68;81;Pandora;850;166;1432;530;1350;1348;215;Não
2016-06-21;60;81;Pandora;1087;557;311;1954;1576;1338;48;Não
2016-02-16;67;81;Pandora;792;1374;540;1219;1349;161;2;Não
2016-06-12;63;85;Pandora;1198;460;1358;357;1739;1098;147;Não
2016-06-15;68;83;Pandora;244;1312;813;923;1909;282;221;Não
2016-10-22;66;83;Pandora;1370;990;1446;1211;539;825;205;Não
2016-11-24;62;88;Pandora;734;325;745;344;1561;774;177;Não
2016-12-21;65;81;Pandora;1319;1576;1207;1870;1028;1702;102;Não
2016-10-10;63;91;Pandora;1506;1526;201;1124;582;940;39;Não
2016-08-11;64;89;Pandora;1309;1894;1941;560;759;556;142;Não
2016-09-01;66;86;Pandora;1869;851;437;1549;1324;268;9;Não
2016-02-04;62;82;Pandora;1053;1112;817;1435;436;1631;125;Não
2016-02-22;62;79;Pandora;1818;574;859;1131;1706;457;100;Não
2016-10-13;62;84;Pandora;466;2001;767;1479;1104;1711;112;Não
2016-03-02;67;84;Pandora;705;1777;994;1338;1019;1985;22;Não
2016-09-13;65;84;Pandora;1320;1208;1145;1324;903;307;128;Não
2016-03-14;65;81;Pandora;1082;290;783;664;551;1126;43;Não
2016-08-20;61;87;Pandora;913;519;1765;951;1845;1871;183;Não
2016-03-02;64;80;Pandora;759;229;1458;857;1354;900;25;Não
2016-11-12;67;82;Pandora;1286;1818;1240;1232;196;826;64;Não
2016-07-06;60;84;Pandora;405;1781;1728;939;978;650;279;Não
2016-09-28;68;81;Pandora;292;558;808;1779;1531;655;31;Não
2016-09-16;66;91;Pandora;1416;201;208;574;1164;1014;196;Não
2016-02-10;65;78;Pandora;569;1475;1939;1874;1944;980;268;Não
2016-05-01;64;88;Pandora;595;1261;891;1105;159;1142;96;Não
2016-05-31;61;85;Pandora;1640;742;1693;1407;1015;661;13;Não
2016-02-13;60;78;Pandora;1406;1941;1935;764;442;649;9;Não
2016-07-06;63;122;Pandora;441;1834;556;987;219;1025;277;Não
2016-09-19;66;81;Pandora;1366;360;471;968;615;287;56;Não
2016-04-16;62;86;Pandora;754;1454;1196;1041;1100;780;129;Não
2016-06-21;61;89;Pandora;970;288;1949;1708;1810;1954;51;Não
2016-06-09;60;79;Pandora;1483;1707;1159;1057;827;1829;78;Não
2016-11-24;60;78;Pandora;503;1871;983;722;914;216;176;Não
2016-03-11;68;84;Pandora;1112;1282;941;1824;1039;1417;47;Não
2016-06-12;66;88;Pandora;300;644;1643;1552;1115;1933;148;Não
2016-05-28;65;88;Pandora;1182;1030;170;597;1548;534;27;Não
2016-06-15;66;82;Pandora;1913;1409;1616;670;345;1805;219;Não
2016-04-25;60;87;Pandora;1699;1872;1172;820;966;464;344;Não
2016-03-05;68;84;Pandora;1725;1189;1691;1787;1778;1989;9;Não
2016-05-16;60;87;Pandora;460;1578;1017;198;636;1728;1;Não
2016-02-01;67;85;Pandora;821;757;1203;897;1717;1975;56;Não
2016-09-07;64;82;Pandora;709;1082;1770;1134;623;588;24;Não
2016-08-29;68;83;Pandora;1265;1622;1668;820;861;1774;167;Não
2016-03-11;63;75;Pandora;1745;1323;850;2005;1698;1310;43;Não
2016-05-07;65;87;Pandora;1110;590;284;1312;1931;1042;60;Não
2016-11-27;62;78;Pandora;879;274;235;309;500;1703;51;Não
2016-12-06;68;78;Pandora;1180;491;968;732;922;425;55;Não
2016-09-16;66;88;Pandora;1995;268;1618;520;1020;1727;194;Não
2016-11-24;62;77;Pandora;1735;1955;1571;813;1847;2009;173;Não
2016-11-06;64;86;Pandora;289;826;159;1691;677;810;36;Não
2016-12-15;68;84;Pandora;855;1768;244;1196;755;667;176;Não
2016-06-03;64;77;Pandora;1619;564;1944;712;515;257;16;Não
2016-05-07;61;83;Pandora;1831;1864;1661;1309;2000;1135;63;Não
2016-07-27;62;90;Pandora;1824;2000;1428;1008;335;233;43;Não
2016-01-02;65;81;Pandora;1482;1915;1456;748;1951;1439;123;Não
2016-09-13;64;93;Pandora;590;974;2003;660;1614;1924;127;Não
2016-10-10;61;86;Pandora;1879;284;849;1486;398;1156;36;Não
2016-07-24;63;86;Pandora;1619;425;952;1685;414;994;210;Não
2016-08-08;60;87;Pandora;1116;1384;708;1815;677;1686;71;Não
2016-11-09;63;84;Pandora;1296;854;613;562;1033;1549;9;Não
2016-07-24;65;84;Pandora;1467;202;431;455;1782;1857;216;Não
2016-08-02;60;85;Pandora;581;1301;1281;1169;1975;1315;31;Não
2016-06-24;63;92;Pandora;498;301;592;1675;1997;1462;26;Não
2016-04-28;67;87;Pandora;1832;1081;1923;1661;453;872;24;Não
2016-07-30;63;87;Pandora;361;1829;2010;1471;181;1347;119;Não
2016-08-11;68;92;Pandora;215;1360;1073;683;1965;169;143;Não
2016-03-26;67;84;Pandora;563;595;585;1170;420;1281;8;Não
2016-02-28;65;83;Pandora;1614;1058;1016;886;1981;811;39;Não
2016-06-12;66;79;Pandora;1069;587;1782;676;372;928;149;Não
2016-07-30;64;86;Pandora;920;806;644;1889;552;420;120;Não
2016-04-16;61;78;Pandora;1941;235;1294;1964;1458;2001;127;Não
2016-07-27;62;84;Pandora;514;993;1646;1159;426;386;45;Não
2016-06-27;64;92;Pandora;1891;2008;1509;848;359;1750;63;Não
2016-08-29;61;87;Pandora;880;526;1742;867;246;465;163;Não
2016-12-12;64;78;Pandora;162;687;837;1709;1028;1055;103;Não
2016-07-18;61;90;Pandora;882;1315;1311;1063;1018;1633;65;Não
2016-01-17;68;78;Pandora;1320;1889;1331;1377;310;589;118;Não
2016-06-03;60;80;Pandora;1949;1749;529;1767;674;1976;14;Não
2016-09-13;65;88;Pandora;1627;1498;452;1957;1434;1530;124;Não
2016-12-21;60;85;Pandora;488;520;737;1884;1068;696;105;Não
2016-10-07;67;82;Pandora;1781;1611;1041;1820;1927;1509;104;Não
2016-02-25;68;75;Pandora;223;1794;983;1916;991;590;11;Não
2016-07-12;60;86;Pandora;161;360;662;545;1886;1709;50;Não
2016-11-21;65;82;Pandora;267;501;1890;328;1870;1143;102;Não
2016-10-01;65;90;Pandora;506;208;1932;1476;1657;621;19;Não
2016-08-14;60;86;Pandora;1999;1274;1156;1182;1100;754;38;Não
2016-05-04;63;80;Pandora;579;874;782;1441;1213;915;167;Não
2016-06-12;68;80;Pandora;553;1093;511;551;1405;1129;150;Não
2016-08-08;68;82;Pandora;414;202;1626;1817;507;744;77;Não
2016-07-09;66;92;Pandora;662;913;311;1577;1706;1060;44;Não
2016-01-14;63;76;Pandora;1766;1477;1205;264;1164;876;47;Não
2016-01-23;61;76;Pandora;489;1602;1022;1002;1190;690;20;Não
2016-02-19;68;82;Pandora;617;311;1537;1854;1722;932;32;Não
2016-08-08;60;91;Pandora;369;435;1535;322;893;1864;73;Não
2016-01-26;66;75;Pandora;1870;1095;687;642;1203;865;6;Não
2016-09-28;67;92;Pandora;469;345;899;1045;1441;1141;35;Não
2016-07-12;68;83;Pandora;1197;197;668;1261;1049;1621;44;Não
2016-09-13;63;85;Pandora;686;1024;1837;1039;1302;1728;122;Não
2016-01-20;68;82;Pandora;382;478;580;1630;1720;919;20;Não
2016-11-21;64;79;Pandora;605;549;711;2010;1696;1497;105;Não
2016-12-09;65;75;Pandora;502;1775;659;1008;1758;1826;28;Não
2016-07-18;68;85;Pandora;1117;1079;397;1163;1730;938;71;Não
2016-07-09;72;83;Pandora;460;247;1900;1822;371;829;46;Não
2016-03-14;65;75;Pandora;193;1105;1478;1534;380;1351;47;Não
2016-03-26;67;81;Pandora;349;1487;1615;1868;1955;1416;9;Não
2016-02-19;66;77;Pandora;1597;1674;1231;1804;1607;634;33;Não
2016-01-20;68;82;Pandora;1799;468;1623;1841;1209;161;21;Não
2016-07-03;61;83;Pandora;684;580;158;733;998;409;207;Não
2016-06-06;61;81;Pandora;468;1395;1430;960;354;1280;7;Não
2016-02-28;63;84;Pandora;1292;881;292;1185;1764;1283;41;Não
2016-04-16;65;86;Pandora;521;718;1251;1769;297;936;130;Não
2016-02-28;66;79;Pandora;686;1843;581;171;1104;1555;37;Não
2016-07-18;67;89;Pandora;211;936;219;616;1289;1874;67;Não
2016-05-10;67;83;Pandora;1905;177;765;319;1974;1690;137;Não
2016-07-24;60;82;Pandora;1256;424;728;169;1061;1458;213;Não
2016-03-29;63;79;Pandora;1700;1999;1370;768;434;255;84;Não
2016-06-15;63;89;Pandora;986;1374;1064;517;1995;1772;220;Não
2016-04-07;63;84;Pandora;701;1981;1682;1904;552;1343;115;Não
2016-08-14;61;91;Pandora;1190;1293;963;770;1942;369;41;Não
2016-07-30;68;92;Pandora;663;1350;942;634;201;754;115;Não
2016-01-02;67;76;Pandora;1303;692;1720;1184;855;464;122;Não
2016-12-09;61;78;Pandora;214;910;405;1607;1778;267;30;Não
2016-06-09;61;88;Pandora;988;1493;1898;1568;898;1996;80;Não
2016-03-23;60;77;Pandora;660;1969;505;852;436;878;21;Não
2016-07-12;68;86;Pandora;167;402;1674;723;1775;1321;49;Não
